event_id,timestamp,src,rel,dst,stage,label,is_attack_related,round
B2162,2026-04-01 00:31:48,proc_app_025,stat,file_/home/admin/docs/doc_028.txt,BENIGN,benign,False,1
B1244,2026-04-01 00:32:54,proc_app_036,read,file_/home/admin/docs/doc_015.txt,BENIGN,benign,False,1
B2576,2026-04-01 00:33:55,proc_sys_022,stat,file_/var/log/app_048.log,BENIGN,benign,False,1
B2430,2026-04-01 00:34:09,proc_sys_032,rotate_log,file_/home/admin/docs/doc_040.txt,BENIGN,benign,False,1
B0553,2026-04-01 00:34:10,proc_app_009,stat,file_/var/log/app_013.log,BENIGN,benign,False,1
B0291,2026-04-01 00:34:28,proc_app_007,stat,file_/var/log/app_017.log,BENIGN,benign,False,1
B1885,2026-04-01 00:34:42,proc_app_025,connect,ip_10.0.0.5,BENIGN,benign,False,1
B2558,2026-04-01 00:35:22,proc_app_040,read,file_/home/admin/docs/doc_005.txt,BENIGN,benign,False,1
B0582,2026-04-01 00:35:25,proc_sys_040,stat,file_/home/admin/docs/doc_015.txt,BENIGN,benign,False,1
B1550,2026-04-01 00:35:51,proc_app_008,stat,file_/var/log/app_044.log,BENIGN,benign,False,1
B2566,2026-04-01 00:35:53,proc_app_053,heartbeat,ip_10.0.0.15,BENIGN,benign,False,1
B1053,2026-04-01 00:36:53,proc_app_016,write,file_/home/admin/docs/doc_009.txt,BENIGN,benign,False,1
B1689,2026-04-01 00:37:57,proc_app_040,append,file_/home/admin/docs/doc_029.txt,BENIGN,benign,False,1
B2686,2026-04-01 00:37:59,proc_app_038,write,file_/tmp/cache_007.dat,BENIGN,benign,False,1
B0985,2026-04-01 00:38:49,proc_app_053,stat,file_/var/log/app_005.log,BENIGN,benign,False,1
B0934,2026-04-01 00:39:08,proc_sys_001,connect,ip_10.0.0.33,BENIGN,benign,False,1
B1880,2026-04-01 00:39:08,proc_app_015,read,file_/var/log/app_002.log,BENIGN,benign,False,1
B1322,2026-04-01 00:40:10,proc_sys_036,rotate_log,file_/home/admin/docs/doc_025.txt,BENIGN,benign,False,1
B1764,2026-04-01 00:40:38,proc_app_067,dns_query,ip_10.0.0.25,BENIGN,benign,False,1
B0334,2026-04-01 00:40:56,proc_app_010,append,file_/tmp/cache_011.dat,BENIGN,benign,False,1
B1695,2026-04-01 00:41:04,proc_sys_017,connect,ip_192.168.1.17,BENIGN,benign,False,1
B0391,2026-04-01 00:41:30,proc_sys_027,stat,file_/var/log/app_020.log,BENIGN,benign,False,1
B1229,2026-04-01 00:42:22,proc_app_069,read,file_/var/log/app_003.log,BENIGN,benign,False,1
B0036,2026-04-01 00:42:32,proc_app_047,open,file_/tmp/cache_013.dat,BENIGN,benign,False,1
B0135,2026-04-01 00:42:40,proc_sys_018,spawn,proc_app_074,BENIGN,benign,False,1
B1748,2026-04-01 00:43:03,proc_app_005,rotate_log,file_/var/log/app_059.log,BENIGN,benign,False,1
B0899,2026-04-01 00:43:48,proc_sys_019,fork,proc_sys_008,BENIGN,benign,False,1
B0881,2026-04-01 00:44:11,proc_sys_022,open,file_/var/log/app_039.log,BENIGN,benign,False,1
B1750,2026-04-01 00:44:34,proc_app_076,heartbeat,ip_10.0.0.4,BENIGN,benign,False,1
B2078,2026-04-01 00:45:51,proc_app_018,signal,proc_app_050,BENIGN,benign,False,1
B1790,2026-04-01 00:46:02,proc_sys_036,connect,domain_service18.internal,BENIGN,benign,False,1
B2932,2026-04-01 00:46:07,proc_app_012,signal,proc_sys_021,BENIGN,benign,False,1
B2817,2026-04-01 00:46:30,proc_app_005,append,file_/var/log/app_035.log,BENIGN,benign,False,1
B2795,2026-04-01 00:46:50,file_/var/log/app_004.log,copy,file_/home/admin/docs/doc_040.txt,BENIGN,benign,False,1
B1628,2026-04-01 00:46:55,proc_app_009,read,file_/var/log/app_003.log,BENIGN,benign,False,1
B2282,2026-04-01 00:47:06,proc_app_044,rotate_log,file_/var/log/app_055.log,BENIGN,benign,False,1
B2740,2026-04-01 00:47:18,proc_sys_025,stat,file_/home/admin/docs/doc_036.txt,BENIGN,benign,False,1
B0540,2026-04-01 00:47:33,proc_sys_025,rotate_log,file_/var/log/app_001.log,BENIGN,benign,False,1
B0796,2026-04-01 00:47:37,file_/var/log/app_007.log,spawn,proc_app_015,BENIGN,benign,False,1
B1889,2026-04-01 00:47:39,proc_sys_036,stat,file_/var/log/app_020.log,BENIGN,benign,False,1
B0941,2026-04-01 00:47:52,proc_app_022,append,file_/var/log/app_016.log,BENIGN,benign,False,1
B1104,2026-04-01 00:49:02,proc_app_017,stat,file_/home/admin/docs/doc_014.txt,BENIGN,benign,False,1
B1430,2026-04-01 00:49:06,proc_app_040,write,file_/home/admin/docs/doc_022.txt,BENIGN,benign,False,1
B0549,2026-04-01 00:49:39,file_/var/log/app_015.log,spawn,proc_app_018,BENIGN,benign,False,1
B2539,2026-04-01 00:50:07,file_/home/admin/docs/doc_028.txt,archive,file_/var/log/app_055.log,BENIGN,benign,False,1
B2593,2026-04-01 00:50:33,proc_app_075,connect,ip_10.0.0.15,BENIGN,benign,False,1
B2186,2026-04-01 00:51:45,proc_sys_014,open,file_/var/log/app_043.log,BENIGN,benign,False,1
B2875,2026-04-01 00:52:16,proc_app_010,dns_query,ip_10.0.0.18,BENIGN,benign,False,1
B2771,2026-04-01 00:52:57,proc_sys_006,connect,ip_10.0.0.14,BENIGN,benign,False,1
B1977,2026-04-01 00:54:11,proc_sys_022,rotate_log,file_/home/admin/docs/doc_039.txt,BENIGN,benign,False,1
B1547,2026-04-01 00:55:24,proc_app_076,heartbeat,ip_10.0.0.32,BENIGN,benign,False,1
B0912,2026-04-01 00:55:36,proc_app_038,heartbeat,ip_10.0.0.35,BENIGN,benign,False,1
B2243,2026-04-01 00:56:05,proc_sys_032,heartbeat,domain_service08.internal,BENIGN,benign,False,1
B0436,2026-04-01 00:57:25,proc_app_074,append,file_/var/log/app_048.log,BENIGN,benign,False,1
B0142,2026-04-01 00:59:12,proc_app_055,open,file_/var/log/app_018.log,BENIGN,benign,False,1
B0100,2026-04-01 01:00:17,proc_app_034,stat,file_/var/log/app_023.log,BENIGN,benign,False,1
B2721,2026-04-01 01:00:27,proc_app_004,spawn,proc_sys_020,BENIGN,benign,False,1
B2214,2026-04-01 01:01:43,proc_sys_003,heartbeat,ip_10.0.0.20,BENIGN,benign,False,1
B1671,2026-04-01 01:02:08,proc_app_036,read,file_/home/admin/docs/doc_004.txt,BENIGN,benign,False,1
B1210,2026-04-01 01:02:24,proc_app_046,open,file_/tmp/cache_011.dat,BENIGN,benign,False,1
B1821,2026-04-01 01:02:51,proc_app_034,stat,file_/var/log/app_031.log,BENIGN,benign,False,1
B0890,2026-04-01 01:03:14,proc_sys_033,read,file_/tmp/cache_007.dat,BENIGN,benign,False,1
B0139,2026-04-01 01:03:24,proc_sys_006,append,file_/home/admin/docs/doc_027.txt,BENIGN,benign,False,1
B2766,2026-04-01 01:04:21,file_/var/log/app_042.log,archive,file_/var/log/app_014.log,BENIGN,benign,False,1
B0800,2026-04-01 01:04:24,proc_app_055,append,file_/var/log/app_023.log,BENIGN,benign,False,1
B0616,2026-04-01 01:04:43,proc_sys_021,heartbeat,ip_192.168.1.19,BENIGN,benign,False,1
B1727,2026-04-01 01:04:55,proc_app_007,read,file_/tmp/cache_007.dat,BENIGN,benign,False,1
B0846,2026-04-01 01:07:42,proc_sys_004,rotate_log,file_/var/log/app_022.log,BENIGN,benign,False,1
B2537,2026-04-01 01:08:25,file_/var/log/app_013.log,spawn,proc_app_002,BENIGN,benign,False,1
B2120,2026-04-01 01:10:21,file_/var/log/app_020.log,archive,file_/var/log/app_043.log,BENIGN,benign,False,1
B1173,2026-04-01 01:11:08,proc_app_051,rotate_log,file_/tmp/cache_011.dat,BENIGN,benign,False,1
B0195,2026-04-01 01:11:18,proc_sys_011,stat,file_/var/log/app_037.log,BENIGN,benign,False,1
M0001,2026-04-01 01:12:10,proc_firefox,connect,ip_203.0.113.50,C,malicious,True,1
B2772,2026-04-01 01:12:36,proc_sys_035,spawn,proc_app_001,BENIGN,benign,False,1
B2045,2026-04-01 01:12:50,proc_sys_034,rotate_log,file_/tmp/cache_009.dat,BENIGN,benign,False,1
B1238,2026-04-01 01:13:12,proc_sys_015,read,file_/home/admin/docs/doc_039.txt,BENIGN,benign,False,1
B0554,2026-04-01 01:13:20,proc_sys_007,write,file_/home/admin/docs/doc_031.txt,BENIGN,benign,False,1
M0002,2026-04-01 01:13:22,ip_203.0.113.50,write_payload,file_/home/admin/.cache/firefox/update.bin,C,malicious,True,1
B1144,2026-04-01 01:13:25,proc_app_066,signal,proc_app_068,BENIGN,benign,False,1
M0003,2026-04-01 01:14:05,proc_firefox,exec,file_/home/admin/.cache/firefox/update.bin,C,malicious,True,1
B1519,2026-04-01 01:14:21,proc_app_012,stat,file_/var/log/app_008.log,BENIGN,benign,False,1
B2275,2026-04-01 01:15:01,proc_app_040,rotate_log,file_/home/admin/docs/doc_005.txt,BENIGN,benign,False,1
B1639,2026-04-01 01:15:46,proc_app_045,heartbeat,ip_10.0.0.20,BENIGN,benign,False,1
B0423,2026-04-01 01:16:01,proc_app_031,stat,file_/home/admin/docs/doc_040.txt,BENIGN,benign,False,1
M0004,2026-04-01 01:16:18,file_/home/admin/.cache/firefox/update.bin,spawn,proc_loaderd,C,malicious,True,1
B2908,2026-04-01 01:17:50,file_/home/admin/docs/doc_021.txt,copy,file_/var/log/app_002.log,BENIGN,benign,False,1
B1426,2026-04-01 01:19:51,proc_sys_012,rotate_log,file_/tmp/cache_011.dat,BENIGN,benign,False,1
B0212,2026-04-01 01:20:09,proc_app_041,append,file_/var/log/app_033.log,BENIGN,benign,False,1
B1939,2026-04-01 01:20:45,proc_app_050,rotate_log,file_/home/admin/docs/doc_033.txt,BENIGN,benign,False,1
B1894,2026-04-01 01:20:51,proc_app_063,rotate_log,file_/home/admin/docs/doc_006.txt,BENIGN,benign,False,1
B1421,2026-04-01 01:21:41,proc_sys_037,heartbeat,ip_10.0.0.13,BENIGN,benign,False,1
B0513,2026-04-01 01:21:50,proc_app_073,read,file_/home/admin/docs/doc_018.txt,BENIGN,benign,False,1
B0351,2026-04-01 01:22:09,proc_sys_027,read,file_/var/log/app_037.log,BENIGN,benign,False,1
B1140,2026-04-01 01:22:28,proc_sys_040,dns_query,ip_192.168.1.13,BENIGN,benign,False,1
B1361,2026-04-01 01:24:07,proc_app_058,write,file_/var/log/app_059.log,BENIGN,benign,False,1
B2970,2026-04-01 01:25:19,proc_app_064,signal,proc_app_022,BENIGN,benign,False,1
B2137,2026-04-01 01:25:22,proc_app_037,heartbeat,ip_192.168.1.20,BENIGN,benign,False,1
B2423,2026-04-01 01:25:23,proc_sys_034,connect,ip_10.0.0.37,BENIGN,benign,False,1
B2311,2026-04-01 01:25:30,proc_app_027,read,file_/home/admin/docs/doc_024.txt,BENIGN,benign,False,1
B0089,2026-04-01 01:27:09,proc_app_027,fork,proc_sys_009,BENIGN,benign,False,1
B1093,2026-04-01 01:27:10,file_/var/log/app_011.log,spawn,proc_app_004,BENIGN,benign,False,1
B1030,2026-04-01 01:27:15,proc_app_042,read,file_/home/admin/docs/doc_017.txt,BENIGN,benign,False,1
B2514,2026-04-01 01:27:24,proc_sys_020,spawn,proc_sys_008,BENIGN,benign,False,1
B0148,2026-04-01 01:27:56,proc_app_032,connect,ip_10.0.0.27,BENIGN,benign,False,1
B0475,2026-04-01 01:27:56,proc_app_018,open,file_/home/admin/docs/doc_032.txt,BENIGN,benign,False,1
B1865,2026-04-01 01:28:20,proc_app_060,write,file_/home/admin/docs/doc_027.txt,BENIGN,benign,False,1
B1712,2026-04-01 01:28:42,proc_app_064,open,file_/var/log/app_015.log,BENIGN,benign,False,1
B2396,2026-04-01 01:29:19,proc_sys_005,open,file_/home/admin/docs/doc_036.txt,BENIGN,benign,False,1
B2705,2026-04-01 01:29:27,proc_sys_026,read,file_/home/admin/docs/doc_016.txt,BENIGN,benign,False,1
B0354,2026-04-01 01:29:36,proc_sys_024,rotate_log,file_/home/admin/docs/doc_014.txt,BENIGN,benign,False,1
B1510,2026-04-01 01:29:36,proc_app_069,open,file_/home/admin/docs/doc_022.txt,BENIGN,benign,False,1
B2098,2026-04-01 01:29:52,proc_app_080,append,file_/var/log/app_044.log,BENIGN,benign,False,1
B0689,2026-04-01 01:30:53,proc_app_057,connect,domain_service10.internal,BENIGN,benign,False,1
B2793,2026-04-01 01:31:11,proc_app_064,read,file_/home/admin/docs/doc_005.txt,BENIGN,benign,False,1
B1061,2026-04-01 01:31:15,proc_app_077,stat,file_/var/log/app_051.log,BENIGN,benign,False,1
B2236,2026-04-01 01:31:26,proc_app_067,read,file_/tmp/cache_002.dat,BENIGN,benign,False,1
B2068,2026-04-01 01:32:10,proc_sys_038,rotate_log,file_/var/log/app_001.log,BENIGN,benign,False,1
B2940,2026-04-01 01:32:22,proc_app_039,read,file_/var/log/app_004.log,BENIGN,benign,False,1
B1551,2026-04-01 01:33:31,proc_app_028,rotate_log,file_/tmp/cache_004.dat,BENIGN,benign,False,1
B1698,2026-04-01 01:34:32,proc_sys_006,read,file_/var/log/app_002.log,BENIGN,benign,False,1
B1580,2026-04-01 01:34:37,proc_app_007,stat,file_/tmp/cache_019.dat,BENIGN,benign,False,1
B1323,2026-04-01 01:34:59,proc_app_008,read,file_/var/log/app_037.log,BENIGN,benign,False,1
B0232,2026-04-01 01:35:20,proc_app_061,open,file_/home/admin/docs/doc_031.txt,BENIGN,benign,False,1
B0375,2026-04-01 01:35:26,proc_sys_007,write,file_/home/admin/docs/doc_033.txt,BENIGN,benign,False,1
B2805,2026-04-01 01:35:30,proc_app_078,read,file_/home/admin/docs/doc_024.txt,BENIGN,benign,False,1
B2445,2026-04-01 01:35:33,proc_sys_019,open,file_/var/log/app_011.log,BENIGN,benign,False,1
B1265,2026-04-01 01:35:37,proc_app_017,fork,proc_app_024,BENIGN,benign,False,1
B2408,2026-04-01 01:35:42,proc_app_054,stat,file_/home/admin/docs/doc_011.txt,BENIGN,benign,False,1
B1043,2026-04-01 01:35:47,proc_sys_004,open,file_/var/log/app_025.log,BENIGN,benign,False,1
B0775,2026-04-01 01:35:54,file_/tmp/cache_015.dat,archive,file_/tmp/cache_009.dat,BENIGN,benign,False,1
B2171,2026-04-01 01:35:59,proc_app_028,open,file_/var/log/app_053.log,BENIGN,benign,False,1
B1833,2026-04-01 01:36:28,file_/var/log/app_016.log,spawn,proc_app_009,BENIGN,benign,False,1
B2147,2026-04-01 01:37:30,proc_app_010,rotate_log,file_/home/admin/docs/doc_022.txt,BENIGN,benign,False,1
B2414,2026-04-01 01:39:16,file_/var/log/app_008.log,copy,file_/tmp/cache_002.dat,BENIGN,benign,False,1
B2006,2026-04-01 01:39:21,proc_app_069,read,file_/home/admin/docs/doc_013.txt,BENIGN,benign,False,1
B1828,2026-04-01 01:39:25,proc_app_065,open,file_/home/admin/docs/doc_020.txt,BENIGN,benign,False,1
B0581,2026-04-01 01:39:52,proc_app_029,write,file_/home/admin/docs/doc_035.txt,BENIGN,benign,False,1
B0994,2026-04-01 01:40:00,proc_app_064,signal,proc_app_018,BENIGN,benign,False,1
B2803,2026-04-01 01:40:00,file_/var/log/app_001.log,spawn,proc_app_008,BENIGN,benign,False,1
B1555,2026-04-01 01:40:03,proc_sys_004,read,file_/var/log/app_017.log,BENIGN,benign,False,1
B0244,2026-04-01 01:40:28,proc_app_008,open,file_/var/log/app_038.log,BENIGN,benign,False,1
B0117,2026-04-01 01:40:57,proc_app_061,read,file_/home/admin/docs/doc_019.txt,BENIGN,benign,False,1
B2637,2026-04-01 01:42:49,proc_sys_010,append,file_/var/log/app_059.log,BENIGN,benign,False,1
B1634,2026-04-01 01:43:22,proc_app_037,read,file_/var/log/app_059.log,BENIGN,benign,False,1
B0944,2026-04-01 01:44:46,proc_sys_004,connect,ip_10.0.0.4,BENIGN,benign,False,1
B2644,2026-04-01 01:44:51,file_/var/log/app_010.log,archive,file_/var/log/app_034.log,BENIGN,benign,False,1
B0838,2026-04-01 01:45:10,proc_sys_014,write,file_/var/log/app_054.log,BENIGN,benign,False,1
B0590,2026-04-01 01:45:58,proc_app_053,dns_query,ip_10.0.0.19,BENIGN,benign,False,1
B0466,2026-04-01 01:46:17,proc_app_064,stat,file_/home/admin/docs/doc_017.txt,BENIGN,benign,False,1
B1678,2026-04-01 01:46:25,proc_app_068,read,file_/home/admin/docs/doc_022.txt,BENIGN,benign,False,1
B0257,2026-04-01 01:47:08,proc_sys_016,spawn,proc_app_064,BENIGN,benign,False,1
B0880,2026-04-01 01:47:40,proc_sys_038,heartbeat,ip_10.0.0.36,BENIGN,benign,False,1
B1306,2026-04-01 01:47:43,proc_app_034,append,file_/var/log/app_011.log,BENIGN,benign,False,1
B0959,2026-04-01 01:49:24,proc_app_023,read,file_/tmp/cache_012.dat,BENIGN,benign,False,1
B0064,2026-04-01 01:49:32,proc_app_065,rotate_log,file_/tmp/cache_018.dat,BENIGN,benign,False,1
B0981,2026-04-01 01:49:59,proc_app_071,append,file_/home/admin/docs/doc_023.txt,BENIGN,benign,False,1
B0284,2026-04-01 01:50:29,proc_app_032,signal,proc_app_017,BENIGN,benign,False,1
B0057,2026-04-01 01:50:30,proc_app_070,connect,ip_10.0.0.3,BENIGN,benign,False,1
B1892,2026-04-01 01:51:14,proc_app_014,stat,file_/home/admin/docs/doc_021.txt,BENIGN,benign,False,1
B2391,2026-04-01 01:51:18,proc_app_068,rotate_log,file_/var/log/app_040.log,BENIGN,benign,False,1
B1378,2026-04-01 01:52:05,proc_app_040,append,file_/home/admin/docs/doc_034.txt,BENIGN,benign,False,1
B2860,2026-04-01 01:52:21,proc_sys_005,dns_query,domain_service08.internal,BENIGN,benign,False,1
B0310,2026-04-01 01:52:23,file_/home/admin/docs/doc_017.txt,archive,file_/var/log/app_040.log,BENIGN,benign,False,1
B2780,2026-04-01 01:52:27,proc_app_043,connect,ip_10.0.0.4,BENIGN,benign,False,1
B2592,2026-04-01 01:53:02,proc_sys_040,stat,file_/var/log/app_019.log,BENIGN,benign,False,1
B1993,2026-04-01 01:53:19,proc_sys_017,stat,file_/home/admin/docs/doc_017.txt,BENIGN,benign,False,1
B2643,2026-04-01 01:54:40,proc_sys_021,read,file_/var/log/app_006.log,BENIGN,benign,False,1
B1505,2026-04-01 01:54:44,proc_app_052,open,file_/home/admin/docs/doc_001.txt,BENIGN,benign,False,1
B2280,2026-04-01 01:54:49,file_/home/admin/docs/doc_040.txt,archive,file_/var/log/app_023.log,BENIGN,benign,False,1
B0323,2026-04-01 01:54:55,proc_sys_017,read,file_/home/admin/docs/doc_020.txt,BENIGN,benign,False,1
B1980,2026-04-01 01:55:30,file_/home/admin/docs/doc_007.txt,archive,file_/var/log/app_025.log,BENIGN,benign,False,1
B1677,2026-04-01 01:55:32,proc_app_054,open,file_/home/admin/docs/doc_022.txt,BENIGN,benign,False,1
B2730,2026-04-01 01:55:49,proc_app_067,dns_query,ip_10.0.0.20,BENIGN,benign,False,1
B1576,2026-04-01 01:55:55,proc_sys_022,stat,file_/var/log/app_020.log,BENIGN,benign,False,1
B1469,2026-04-01 01:56:03,proc_app_072,open,file_/tmp/cache_006.dat,BENIGN,benign,False,1
B2706,2026-04-01 01:56:12,proc_app_001,append,file_/var/log/app_056.log,BENIGN,benign,False,1
B0386,2026-04-01 01:56:20,proc_app_048,append,file_/var/log/app_031.log,BENIGN,benign,False,1
B1578,2026-04-01 01:58:01,proc_app_037,heartbeat,ip_10.0.0.28,BENIGN,benign,False,1
B2480,2026-04-01 01:58:08,proc_sys_005,connect,domain_service15.internal,BENIGN,benign,False,1
B2286,2026-04-01 01:58:14,proc_sys_011,spawn,proc_app_039,BENIGN,benign,False,1
B1172,2026-04-01 01:58:17,proc_app_055,rotate_log,file_/home/admin/docs/doc_002.txt,BENIGN,benign,False,1
B0989,2026-04-01 01:58:33,proc_sys_029,spawn,proc_app_059,BENIGN,benign,False,1
B1050,2026-04-01 01:58:33,proc_app_033,read,file_/home/admin/docs/doc_012.txt,BENIGN,benign,False,1
B1066,2026-04-01 01:58:48,proc_sys_040,spawn,proc_app_071,BENIGN,benign,False,1
B2042,2026-04-01 01:58:54,proc_app_067,fork,proc_sys_023,BENIGN,benign,False,1
